order_id,user_id,item_id,item_name,category,price
1112,u3,98,Spinach 250g,fresh,20
1112,u3,93,Tomato 500g,fresh,25
1112,u3,50,MTR Poha Mix,instant,45
1112,u3,53,Tata Salt 1kg,staples,28
1112,u3,51,Gits Gulab Jamun Mix,instant,65
1112,u3,73,Ariel Detergent 500g,household,115
1113,u3,48,Top Ramen Curry Noodles,instant,14
1113,u3,98,Spinach 250g,fresh,20
1113,u3,58,Chana Dal 500g,staples,55
1113,u3,72,Surf Excel Easy Wash 200g,household,50
1114,u3,60,Mustard Oil 500ml,staples,95
1114,u3,80,Green Tea Tulsi (10 bags),beverages,55
1114,u3,39,Britannia Paneer 200g,dairy,90
1114,u3,11,Oreo Original,snacks,20
1115,u3,56,Toor Dal 500g,staples,75
1115,u3,55,India Gate Basmati Rice 1kg,staples,120
1115,u3,43,Nestle Slim Milk 500ml,dairy,35
1115,u3,37,Amul Butter 100g,dairy,55
1115,u3,97,Coriander Bunch,fresh,10
1116,u3,40,Amul Taaza Milk 500ml,dairy,32
1116,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1116,u3,57,Moong Dal 500g,staples,65
1116,u3,59,Sunflower Oil 500ml,staples,80
1116,u3,71,Lizol Floor Cleaner 500ml,household,119
1116,u3,41,Mother Dairy Curd 400g,dairy,45
1117,u3,97,Coriander Bunch,fresh,10
1117,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1117,u3,46,Yippee Noodles,instant,14
1117,u3,58,Chana Dal 500g,staples,55
1117,u3,55,India Gate Basmati Rice 1kg,staples,120
1117,u3,59,Sunflower Oil 500ml,staples,80
1117,u3,60,Mustard Oil 500ml,staples,95
1118,u3,54,Aashirvaad Atta 1kg,staples,60
1118,u3,95,Potato 500g,fresh,20
1118,u3,50,MTR Poha Mix,instant,45
1118,u3,59,Sunflower Oil 500ml,staples,80
1118,u3,55,India Gate Basmati Rice 1kg,staples,120
1118,u3,59,Sunflower Oil 500ml,staples,80
1118,u3,37,Amul Butter 100g,dairy,55
1119,u3,97,Coriander Bunch,fresh,10
1119,u3,44,Go Cheese Spread,dairy,85
1119,u3,44,Go Cheese Spread,dairy,85
1120,u3,41,Mother Dairy Curd 400g,dairy,45
1120,u3,42,Amul Masti Dahi 200g,dairy,30
1120,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1121,u3,55,India Gate Basmati Rice 1kg,staples,120
1121,u3,71,Lizol Floor Cleaner 500ml,household,119
1121,u3,56,Toor Dal 500g,staples,75
1122,u3,45,Maggi 2-Minute Noodles,instant,14
1122,u3,73,Ariel Detergent 500g,household,115
1122,u3,73,Ariel Detergent 500g,household,115
1123,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1123,u3,45,Maggi 2-Minute Noodles,instant,14
1123,u3,48,Top Ramen Curry Noodles,instant,14
1123,u3,91,Banana (6 pcs),fresh,30
1123,u3,59,Sunflower Oil 500ml,staples,80
1123,u3,92,Apple (4 pcs),fresh,80
1124,u3,55,India Gate Basmati Rice 1kg,staples,120
1124,u3,58,Chana Dal 500g,staples,55
1124,u3,61,Colgate MaxFresh Toothpaste,personal_care,79
1124,u3,95,Potato 500g,fresh,20
1125,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1125,u3,42,Amul Masti Dahi 200g,dairy,30
1125,u3,51,Gits Gulab Jamun Mix,instant,65
1125,u3,77,Nescafe Classic Coffee 25g,beverages,70
1126,u3,96,Lemon (4 pcs),fresh,15
1126,u3,55,India Gate Basmati Rice 1kg,staples,120
1126,u3,56,Toor Dal 500g,staples,75
1126,u3,51,Gits Gulab Jamun Mix,instant,65
1126,u3,55,India Gate Basmati Rice 1kg,staples,120
1126,u3,48,Top Ramen Curry Noodles,instant,14
1126,u3,58,Chana Dal 500g,staples,55
1127,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1127,u3,35,Minute Maid Pulpy Orange,drinks,30
1127,u3,55,India Gate Basmati Rice 1kg,staples,120
1127,u3,53,Tata Salt 1kg,staples,28
1127,u3,46,Yippee Noodles,instant,14
1127,u3,39,Britannia Paneer 200g,dairy,90
1128,u3,59,Sunflower Oil 500ml,staples,80
1128,u3,18,Munch Chocolate,sweets,10
1128,u3,90,Coconut Water 200ml,drinks,30
1128,u3,92,Apple (4 pcs),fresh,80
1128,u3,59,Sunflower Oil 500ml,staples,80
1128,u3,89,Lassi Pouch 200ml,drinks,20
1128,u3,42,Amul Masti Dahi 200g,dairy,30
1129,u3,65,Vaseline Petroleum Jelly 50ml,personal_care,80
1129,u3,96,Lemon (4 pcs),fresh,15
1129,u3,43,Nestle Slim Milk 500ml,dairy,35
1129,u3,59,Sunflower Oil 500ml,staples,80
1129,u3,60,Mustard Oil 500ml,staples,95
1129,u3,57,Moong Dal 500g,staples,65
1129,u3,39,Britannia Paneer 200g,dairy,90
1130,u3,55,India Gate Basmati Rice 1kg,staples,120
1130,u3,53,Tata Salt 1kg,staples,28
1130,u3,39,Britannia Paneer 200g,dairy,90
1130,u3,42,Amul Masti Dahi 200g,dairy,30
1130,u3,55,India Gate Basmati Rice 1kg,staples,120
1131,u3,50,MTR Poha Mix,instant,45
1131,u3,97,Coriander Bunch,fresh,10
1131,u3,92,Apple (4 pcs),fresh,80
1131,u3,58,Chana Dal 500g,staples,55
1131,u3,56,Toor Dal 500g,staples,75
1131,u3,52,Haldiram's Dal Makhani Ready,instant,85
1132,u3,40,Amul Taaza Milk 500ml,dairy,32
1132,u3,91,Banana (6 pcs),fresh,30
1132,u3,94,Onion 500g,fresh,20
1132,u3,93,Tomato 500g,fresh,25
1132,u3,1,Lay's Classic Salted Chips,snacks,20
1133,u3,56,Toor Dal 500g,staples,75
1133,u3,37,Amul Butter 100g,dairy,55
1133,u3,57,Moong Dal 500g,staples,65
1133,u3,60,Mustard Oil 500ml,staples,95
1133,u3,57,Moong Dal 500g,staples,65
1133,u3,55,India Gate Basmati Rice 1kg,staples,120
1133,u3,37,Amul Butter 100g,dairy,55
1134,u3,58,Chana Dal 500g,staples,55
1134,u3,96,Lemon (4 pcs),fresh,15
1134,u3,55,India Gate Basmati Rice 1kg,staples,120
1134,u3,72,Surf Excel Easy Wash 200g,household,50
1134,u3,40,Amul Taaza Milk 500ml,dairy,32
1135,u3,92,Apple (4 pcs),fresh,80
1135,u3,73,Ariel Detergent 500g,household,115
1135,u3,52,Haldiram's Dal Makhani Ready,instant,85
1135,u3,12,Digestive Marie Lite,snacks,30
1135,u3,55,India Gate Basmati Rice 1kg,staples,120
1135,u3,44,Go Cheese Spread,dairy,85
1135,u3,93,Tomato 500g,fresh,25
1136,u3,56,Toor Dal 500g,staples,75
1136,u3,40,Amul Taaza Milk 500ml,dairy,32
1136,u3,93,Tomato 500g,fresh,25
1137,u3,96,Lemon (4 pcs),fresh,15
1137,u3,50,MTR Poha Mix,instant,45
1137,u3,73,Ariel Detergent 500g,household,115
1137,u3,55,India Gate Basmati Rice 1kg,staples,120
1137,u3,56,Toor Dal 500g,staples,75
1137,u3,56,Toor Dal 500g,staples,75
1138,u3,58,Chana Dal 500g,staples,55
1138,u3,54,Aashirvaad Atta 1kg,staples,60
1138,u3,96,Lemon (4 pcs),fresh,15
1138,u3,57,Moong Dal 500g,staples,65
1138,u3,94,Onion 500g,fresh,20
1138,u3,94,Onion 500g,fresh,20
1139,u3,91,Banana (6 pcs),fresh,30
1139,u3,94,Onion 500g,fresh,20
1139,u3,53,Tata Salt 1kg,staples,28
1139,u3,91,Banana (6 pcs),fresh,30
1139,u3,48,Top Ramen Curry Noodles,instant,14
1140,u3,49,Maggi Masala Oats,instant,25
1140,u3,51,Gits Gulab Jamun Mix,instant,65
1140,u3,59,Sunflower Oil 500ml,staples,80
1141,u3,94,Onion 500g,fresh,20
1141,u3,56,Toor Dal 500g,staples,75
1141,u3,57,Moong Dal 500g,staples,65
1141,u3,53,Tata Salt 1kg,staples,28
1141,u3,89,Lassi Pouch 200ml,drinks,20
1141,u3,54,Aashirvaad Atta 1kg,staples,60
1142,u3,94,Onion 500g,fresh,20
1142,u3,98,Spinach 250g,fresh,20
1142,u3,45,Maggi 2-Minute Noodles,instant,14
1142,u3,54,Aashirvaad Atta 1kg,staples,60
1142,u3,94,Onion 500g,fresh,20
1143,u3,37,Amul Butter 100g,dairy,55
1143,u3,76,Odonil Air Freshener,household,49
1143,u3,73,Ariel Detergent 500g,household,115
1143,u3,92,Apple (4 pcs),fresh,80
1143,u3,54,Aashirvaad Atta 1kg,staples,60
1143,u3,69,Vim Dishwash Bar,household,28
1144,u3,57,Moong Dal 500g,staples,65
1144,u3,32,Frooti 200ml,drinks,20
1144,u3,57,Moong Dal 500g,staples,65
1144,u3,59,Sunflower Oil 500ml,staples,80
1145,u3,94,Onion 500g,fresh,20
1145,u3,55,India Gate Basmati Rice 1kg,staples,120
1145,u3,58,Chana Dal 500g,staples,55
1146,u3,14,Sunfeast Mom's Magic,snacks,20
1146,u3,41,Mother Dairy Curd 400g,dairy,45
1146,u3,94,Onion 500g,fresh,20
1146,u3,98,Spinach 250g,fresh,20
1146,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1146,u3,91,Banana (6 pcs),fresh,30
1147,u3,53,Tata Salt 1kg,staples,28
1147,u3,72,Surf Excel Easy Wash 200g,household,50
1147,u3,63,Lifebuoy Hand Wash 200ml,personal_care,65
1147,u3,93,Tomato 500g,fresh,25
1147,u3,94,Onion 500g,fresh,20
1148,u3,54,Aashirvaad Atta 1kg,staples,60
1148,u3,52,Haldiram's Dal Makhani Ready,instant,85
1148,u3,74,Colin Glass Cleaner 250ml,household,79
1148,u3,86,Center Fresh Gum (6 pcs),sweets,10
1148,u3,94,Onion 500g,fresh,20
1148,u3,31,Real Mango Juice 200ml,drinks,25
1148,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1149,u3,98,Spinach 250g,fresh,20
1149,u3,76,Odonil Air Freshener,household,49
1149,u3,55,India Gate Basmati Rice 1kg,staples,120
1149,u3,39,Britannia Paneer 200g,dairy,90
1149,u3,60,Mustard Oil 500ml,staples,95
1150,u4,29,Sting Energy Drink,drinks,20
1150,u4,48,Top Ramen Curry Noodles,instant,14
1150,u4,88,Amul Kool Koko 200ml,drinks,25
1151,u4,21,Dairy Milk Crackle,sweets,40
1151,u4,3,Bingo Mad Angles,snacks,20
1151,u4,25,Coca-Cola 250ml Can,drinks,40
1152,u4,8,Bourbon Biscuits,snacks,20
1152,u4,33,Maaza 250ml,drinks,20
1152,u4,35,Minute Maid Pulpy Orange,drinks,30
1152,u4,52,Haldiram's Dal Makhani Ready,instant,85
1152,u4,9,Good Day Cashew Cookies,snacks,30
1152,u4,5,Too Yumm Multigrain Chips,snacks,20
1153,u4,45,Maggi 2-Minute Noodles,instant,14
1153,u4,13,Dark Fantasy Choco Fills,snacks,40
1153,u4,88,Amul Kool Koko 200ml,drinks,25
1153,u4,8,Bourbon Biscuits,snacks,20
1153,u4,30,Tropicana Orange 200ml,drinks,30
1153,u4,13,Dark Fantasy Choco Fills,snacks,40
1154,u4,47,Knorr Soupy Noodles,instant,20
1154,u4,88,Amul Kool Koko 200ml,drinks,25
1154,u4,30,Tropicana Orange 200ml,drinks,30
1154,u4,16,KitKat 4 Finger,sweets,40
1154,u4,34,Limca 250ml Can,drinks,40
1155,u4,29,Sting Energy Drink,drinks,20
1155,u4,23,Milkybar (Small),sweets,20
1155,u4,36,Paper Boat Aam Panna,drinks,30
1156,u4,48,Top Ramen Curry Noodles,instant,14
1156,u4,30,Tropicana Orange 200ml,drinks,30
1156,u4,18,Munch Chocolate,sweets,10
1156,u4,100,Mixed Nuts 100g,snacks,99
1156,u4,81,Horlicks 200g,beverages,130
1156,u4,6,Pringles Original (Small),snacks,99
1157,u4,36,Paper Boat Aam Panna,drinks,30
1157,u4,36,Paper Boat Aam Panna,drinks,30
1157,u4,100,Mixed Nuts 100g,snacks,99
1157,u4,17,5 Star Chocolate,sweets,20
1157,u4,99,Roasted Peanuts 200g,snacks,40
1157,u4,47,Knorr Soupy Noodles,instant,20
1158,u4,1,Lay's Classic Salted Chips,snacks,20
1158,u4,84,Cadbury Perk (3 pack),sweets,30
1158,u4,51,Gits Gulab Jamun Mix,instant,65
1158,u4,99,Roasted Peanuts 200g,snacks,40
1158,u4,88,Amul Kool Koko 200ml,drinks,25
1159,u4,72,Surf Excel Easy Wash 200g,household,50
1159,u4,88,Amul Kool Koko 200ml,drinks,25
1159,u4,51,Gits Gulab Jamun Mix,instant,65
1159,u4,12,Digestive Marie Lite,snacks,30
1159,u4,52,Haldiram's Dal Makhani Ready,instant,85
1159,u4,12,Digestive Marie Lite,snacks,30
1160,u4,45,Maggi 2-Minute Noodles,instant,14
1160,u4,47,Knorr Soupy Noodles,instant,20
1160,u4,49,Maggi Masala Oats,instant,25
1160,u4,47,Knorr Soupy Noodles,instant,20
1161,u4,46,Yippee Noodles,instant,14
1161,u4,88,Amul Kool Koko 200ml,drinks,25
1161,u4,46,Yippee Noodles,instant,14
1161,u4,19,Eclairs Toffee (10 pcs),sweets,10
1162,u4,2,Kurkure Masala Munch,snacks,20
1162,u4,25,Coca-Cola 250ml Can,drinks,40
1162,u4,7,Parle-G Biscuits,snacks,10
1162,u4,88,Amul Kool Koko 200ml,drinks,25
1162,u4,21,Dairy Milk Crackle,sweets,40
1162,u4,28,Red Bull 250ml,drinks,125
1163,u4,7,Parle-G Biscuits,snacks,10
1163,u4,34,Limca 250ml Can,drinks,40
1163,u4,99,Roasted Peanuts 200g,snacks,40
1163,u4,33,Maaza 250ml,drinks,20
1164,u4,69,Vim Dishwash Bar,household,28
1164,u4,14,Sunfeast Mom's Magic,snacks,20
1164,u4,62,Dove Soap 100g,personal_care,45
1164,u4,31,Real Mango Juice 200ml,drinks,25
1164,u4,52,Haldiram's Dal Makhani Ready,instant,85
1165,u4,52,Haldiram's Dal Makhani Ready,instant,85
1165,u4,30,Tropicana Orange 200ml,drinks,30
1165,u4,4,Haldiram's Aloo Bhujia,snacks,30
1165,u4,50,MTR Poha Mix,instant,45
1165,u4,12,Digestive Marie Lite,snacks,30
1166,u4,99,Roasted Peanuts 200g,snacks,40
1166,u4,52,Haldiram's Dal Makhani Ready,instant,85
1166,u4,25,Coca-Cola 250ml Can,drinks,40
1166,u4,52,Haldiram's Dal Makhani Ready,instant,85
1166,u4,1,Lay's Classic Salted Chips,snacks,20
1166,u4,34,Limca 250ml Can,drinks,40
1167,u4,25,Coca-Cola 250ml Can,drinks,40
1167,u4,50,MTR Poha Mix,instant,45
1167,u4,14,Sunfeast Mom's Magic,snacks,20
1167,u4,26,Pepsi 250ml Can,drinks,40
1167,u4,46,Yippee Noodles,instant,14
1167,u4,25,Coca-Cola 250ml Can,drinks,40
1168,u4,30,Tropicana Orange 200ml,drinks,30
1168,u4,45,Maggi 2-Minute Noodles,instant,14
1168,u4,90,Coconut Water 200ml,drinks,30
1168,u4,21,Dairy Milk Crackle,sweets,40
1169,u4,12,Digestive Marie Lite,snacks,30
1169,u4,4,Haldiram's Aloo Bhujia,snacks,30
1169,u4,61,Colgate MaxFresh Toothpaste,personal_care,79
1169,u4,88,Amul Kool Koko 200ml,drinks,25
1169,u4,18,Munch Chocolate,sweets,10
1169,u4,27,Sprite 250ml Can,drinks,40
1169,u4,8,Bourbon Biscuits,snacks,20
1170,u4,18,Munch Chocolate,sweets,10
1170,u4,32,Frooti 200ml,drinks,20
1170,u4,5,Too Yumm Multigrain Chips,snacks,20
1171,u4,7,Parle-G Biscuits,snacks,10
1171,u4,30,Tropicana Orange 200ml,drinks,30
1171,u4,47,Knorr Soupy Noodles,instant,20
1171,u4,50,MTR Poha Mix,instant,45
1171,u4,90,Coconut Water 200ml,drinks,30
1171,u4,28,Red Bull 250ml,drinks,125
1171,u4,50,MTR Poha Mix,instant,45
1172,u4,86,Center Fresh Gum (6 pcs),sweets,10
1172,u4,47,Knorr Soupy Noodles,instant,20
1172,u4,73,Ariel Detergent 500g,household,115
1172,u4,45,Maggi 2-Minute Noodles,instant,14
1173,u4,2,Kurkure Masala Munch,snacks,20
1173,u4,25,Coca-Cola 250ml Can,drinks,40
1173,u4,29,Sting Energy Drink,drinks,20
1173,u4,90,Coconut Water 200ml,drinks,30
1173,u4,81,Horlicks 200g,beverages,130
1174,u4,100,Mixed Nuts 100g,snacks,99
1174,u4,25,Coca-Cola 250ml Can,drinks,40
1174,u4,88,Amul Kool Koko 200ml,drinks,25
1175,u4,4,Haldiram's Aloo Bhujia,snacks,30
1175,u4,15,Dairy Milk Silk (60g),sweets,99
1175,u4,99,Roasted Peanuts 200g,snacks,40
1175,u4,90,Coconut Water 200ml,drinks,30
1175,u4,61,Colgate MaxFresh Toothpaste,personal_care,79
1176,u4,47,Knorr Soupy Noodles,instant,20
1176,u4,46,Yippee Noodles,instant,14
1176,u4,45,Maggi 2-Minute Noodles,instant,14
1177,u4,3,Bingo Mad Angles,snacks,20
1177,u4,22,Bounty Bar,sweets,50
1177,u4,100,Mixed Nuts 100g,snacks,99
1178,u4,11,Oreo Original,snacks,20
1178,u4,68,Himalaya Face Wash 50ml,personal_care,65
1178,u4,35,Minute Maid Pulpy Orange,drinks,30
1178,u4,36,Paper Boat Aam Panna,drinks,30
1178,u4,52,Haldiram's Dal Makhani Ready,instant,85
1178,u4,12,Digestive Marie Lite,snacks,30
1178,u4,51,Gits Gulab Jamun Mix,instant,65
1179,u4,1,Lay's Classic Salted Chips,snacks,20
1179,u4,82,Bournvita 200g,beverages,120
1179,u4,8,Bourbon Biscuits,snacks,20
1179,u4,7,Parle-G Biscuits,snacks,10
1179,u4,13,Dark Fantasy Choco Fills,snacks,40
1179,u4,9,Good Day Cashew Cookies,snacks,30
1179,u4,47,Knorr Soupy Noodles,instant,20
1180,u4,7,Parle-G Biscuits,snacks,10
1180,u4,25,Coca-Cola 250ml Can,drinks,40
1180,u4,51,Gits Gulab Jamun Mix,instant,65
1181,u4,21,Dairy Milk Crackle,sweets,40
1181,u4,9,Good Day Cashew Cookies,snacks,30
1181,u4,3,Bingo Mad Angles,snacks,20
1181,u4,50,MTR Poha Mix,instant,45
1181,u4,33,Maaza 250ml,drinks,20
1181,u4,50,MTR Poha Mix,instant,45
1181,u4,31,Real Mango Juice 200ml,drinks,25
1182,u4,33,Maaza 250ml,drinks,20
1182,u4,6,Pringles Original (Small),snacks,99
1182,u4,32,Frooti 200ml,drinks,20
1182,u4,90,Coconut Water 200ml,drinks,30
1182,u4,3,Bingo Mad Angles,snacks,20
1183,u4,18,Munch Chocolate,sweets,10
1183,u4,46,Yippee Noodles,instant,14
1183,u4,2,Kurkure Masala Munch,snacks,20
1183,u4,100,Mixed Nuts 100g,snacks,99
1183,u4,79,Tata Tea Premium 100g,beverages,60
1183,u4,28,Red Bull 250ml,drinks,125
1183,u4,6,Pringles Original (Small),snacks,99
1184,u4,4,Haldiram's Aloo Bhujia,snacks,30
1184,u4,5,Too Yumm Multigrain Chips,snacks,20
1184,u4,45,Maggi 2-Minute Noodles,instant,14
1184,u4,4,Haldiram's Aloo Bhujia,snacks,30
1184,u4,14,Sunfeast Mom's Magic,snacks,20
1184,u4,46,Yippee Noodles,instant,14
1185,u4,49,Maggi Masala Oats,instant,25
1185,u4,26,Pepsi 250ml Can,drinks,40
1185,u4,45,Maggi 2-Minute Noodles,instant,14
1185,u4,17,5 Star Chocolate,sweets,20
1185,u4,32,Frooti 200ml,drinks,20
1185,u4,28,Red Bull 250ml,drinks,125
1185,u4,52,Haldiram's Dal Makhani Ready,instant,85
1186,u4,81,Horlicks 200g,beverages,130
1186,u4,46,Yippee Noodles,instant,14
1186,u4,51,Gits Gulab Jamun Mix,instant,65
1187,u4,28,Red Bull 250ml,drinks,125
1187,u4,87,Polo Mint (Roll),sweets,10
1187,u4,28,Red Bull 250ml,drinks,125
1187,u4,65,Vaseline Petroleum Jelly 50ml,personal_care,80
1188,u4,28,Red Bull 250ml,drinks,125
1188,u4,5,Too Yumm Multigrain Chips,snacks,20
1188,u4,28,Red Bull 250ml,drinks,125
1188,u4,47,Knorr Soupy Noodles,instant,20
1188,u4,26,Pepsi 250ml Can,drinks,40
1188,u4,8,Bourbon Biscuits,snacks,20
1189,u4,4,Haldiram's Aloo Bhujia,snacks,30
1189,u4,71,Lizol Floor Cleaner 500ml,household,119
1189,u4,5,Too Yumm Multigrain Chips,snacks,20
1189,u4,5,Too Yumm Multigrain Chips,snacks,20
1189,u4,50,MTR Poha Mix,instant,45
1189,u4,52,Haldiram's Dal Makhani Ready,instant,85
1190,u4,4,Haldiram's Aloo Bhujia,snacks,30
1190,u4,93,Tomato 500g,fresh,25
1190,u4,35,Minute Maid Pulpy Orange,drinks,30
1190,u4,47,Knorr Soupy Noodles,instant,20
1190,u4,27,Sprite 250ml Can,drinks,40
1190,u4,85,Mentos Mint Roll,sweets,10
1190,u4,90,Coconut Water 200ml,drinks,30
1191,u4,84,Cadbury Perk (3 pack),sweets,30
1191,u4,49,Maggi Masala Oats,instant,25
1191,u4,99,Roasted Peanuts 200g,snacks,40
1191,u4,45,Maggi 2-Minute Noodles,instant,14
1191,u4,24,Ferrero Rocher (3 pcs),sweets,150
1191,u4,36,Paper Boat Aam Panna,drinks,30
1192,u4,8,Bourbon Biscuits,snacks,20
1192,u4,31,Real Mango Juice 200ml,drinks,25
1192,u4,79,Tata Tea Premium 100g,beverages,60
1192,u4,24,Ferrero Rocher (3 pcs),sweets,150
1193,u4,25,Coca-Cola 250ml Can,drinks,40
1193,u4,51,Gits Gulab Jamun Mix,instant,65
1193,u4,36,Paper Boat Aam Panna,drinks,30
1193,u4,52,Haldiram's Dal Makhani Ready,instant,85
1193,u4,79,Tata Tea Premium 100g,beverages,60
1193,u4,99,Roasted Peanuts 200g,snacks,40
1193,u4,54,Aashirvaad Atta 1kg,staples,60
1194,u4,47,Knorr Soupy Noodles,instant,20
1194,u4,35,Minute Maid Pulpy Orange,drinks,30
1194,u4,45,Maggi 2-Minute Noodles,instant,14
1194,u4,47,Knorr Soupy Noodles,instant,20
1194,u4,48,Top Ramen Curry Noodles,instant,14
1194,u4,2,Kurkure Masala Munch,snacks,20
1194,u4,14,Sunfeast Mom's Magic,snacks,20
1195,u4,89,Lassi Pouch 200ml,drinks,20
1195,u4,24,Ferrero Rocher (3 pcs),sweets,150
1195,u4,10,Hide & Seek Biscuits,snacks,30
1195,u4,8,Bourbon Biscuits,snacks,20
1195,u4,47,Knorr Soupy Noodles,instant,20
1196,u4,8,Bourbon Biscuits,snacks,20
1196,u4,46,Yippee Noodles,instant,14
1196,u4,2,Kurkure Masala Munch,snacks,20
1197,u4,11,Oreo Original,snacks,20
1197,u4,28,Red Bull 250ml,drinks,125
1197,u4,23,Milkybar (Small),sweets,20
1197,u4,25,Coca-Cola 250ml Can,drinks,40
1197,u4,49,Maggi Masala Oats,instant,25
1197,u4,51,Gits Gulab Jamun Mix,instant,65
1197,u4,35,Minute Maid Pulpy Orange,drinks,30
1198,u4,86,Center Fresh Gum (6 pcs),sweets,10
1198,u4,8,Bourbon Biscuits,snacks,20
1198,u4,50,MTR Poha Mix,instant,45
1199,u4,47,Knorr Soupy Noodles,instant,20
1199,u4,14,Sunfeast Mom's Magic,snacks,20
1199,u4,47,Knorr Soupy Noodles,instant,20
1200,u5,31,Real Mango Juice 200ml,drinks,25
1200,u5,22,Bounty Bar,sweets,50
1200,u5,15,Dairy Milk Silk (60g),sweets,99
1200,u5,26,Pepsi 250ml Can,drinks,40
1200,u5,20,Alpenliebe Lollipop,sweets,5
1200,u5,8,Bourbon Biscuits,snacks,20
1201,u5,25,Coca-Cola 250ml Can,drinks,40
1201,u5,35,Minute Maid Pulpy Orange,drinks,30
1201,u5,4,Haldiram's Aloo Bhujia,snacks,30
1201,u5,21,Dairy Milk Crackle,sweets,40
1201,u5,31,Real Mango Juice 200ml,drinks,25
1201,u5,1,Lay's Classic Salted Chips,snacks,20
1201,u5,18,Munch Chocolate,sweets,10
1202,u5,79,Tata Tea Premium 100g,beverages,60
1202,u5,79,Tata Tea Premium 100g,beverages,60
1202,u5,18,Munch Chocolate,sweets,10
1202,u5,9,Good Day Cashew Cookies,snacks,30
1203,u5,74,Colin Glass Cleaner 250ml,household,79
1203,u5,13,Dark Fantasy Choco Fills,snacks,40
1203,u5,21,Dairy Milk Crackle,sweets,40
1203,u5,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1203,u5,25,Coca-Cola 250ml Can,drinks,40
1203,u5,85,Mentos Mint Roll,sweets,10
1204,u5,6,Pringles Original (Small),snacks,99
1204,u5,86,Center Fresh Gum (6 pcs),sweets,10
1204,u5,3,Bingo Mad Angles,snacks,20
1204,u5,2,Kurkure Masala Munch,snacks,20
1204,u5,88,Amul Kool Koko 200ml,drinks,25
1205,u5,30,Tropicana Orange 200ml,drinks,30
1205,u5,30,Tropicana Orange 200ml,drinks,30
1205,u5,40,Amul Taaza Milk 500ml,dairy,32
1205,u5,22,Bounty Bar,sweets,50
1205,u5,9,Good Day Cashew Cookies,snacks,30
1206,u5,91,Banana (6 pcs),fresh,30
1206,u5,13,Dark Fantasy Choco Fills,snacks,40
1206,u5,89,Lassi Pouch 200ml,drinks,20
1207,u5,85,Mentos Mint Roll,sweets,10
1207,u5,88,Amul Kool Koko 200ml,drinks,25
1207,u5,7,Parle-G Biscuits,snacks,10
1207,u5,85,Mentos Mint Roll,sweets,10
1207,u5,16,KitKat 4 Finger,sweets,40
1207,u5,30,Tropicana Orange 200ml,drinks,30
1208,u5,6,Pringles Original (Small),snacks,99
1208,u5,86,Center Fresh Gum (6 pcs),sweets,10
1208,u5,72,Surf Excel Easy Wash 200g,household,50
1208,u5,15,Dairy Milk Silk (60g),sweets,99
1208,u5,81,Horlicks 200g,beverages,130
1208,u5,6,Pringles Original (Small),snacks,99
1208,u5,33,Maaza 250ml,drinks,20
1209,u5,26,Pepsi 250ml Can,drinks,40
1209,u5,87,Polo Mint (Roll),sweets,10
1209,u5,20,Alpenliebe Lollipop,sweets,5
1209,u5,46,Yippee Noodles,instant,14
1209,u5,84,Cadbury Perk (3 pack),sweets,30
1209,u5,84,Cadbury Perk (3 pack),sweets,30
1209,u5,16,KitKat 4 Finger,sweets,40
1210,u5,16,KitKat 4 Finger,sweets,40
1210,u5,13,Dark Fantasy Choco Fills,snacks,40
1210,u5,11,Oreo Original,snacks,20
1210,u5,78,Bru Instant Coffee 50g,beverages,85
1211,u5,13,Dark Fantasy Choco Fills,snacks,40
1211,u5,80,Green Tea Tulsi (10 bags),beverages,55
1211,u5,25,Coca-Cola 250ml Can,drinks,40
1212,u5,78,Bru Instant Coffee 50g,beverages,85
1212,u5,23,Milkybar (Small),sweets,20
1212,u5,88,Amul Kool Koko 200ml,drinks,25
1212,u5,29,Sting Energy Drink,drinks,20
1212,u5,33,Maaza 250ml,drinks,20
1212,u5,32,Frooti 200ml,drinks,20
1212,u5,86,Center Fresh Gum (6 pcs),sweets,10
1213,u5,11,Oreo Original,snacks,20
1213,u5,5,Too Yumm Multigrain Chips,snacks,20
1213,u5,23,Milkybar (Small),sweets,20
1213,u5,18,Munch Chocolate,sweets,10
1213,u5,17,5 Star Chocolate,sweets,20
1214,u5,20,Alpenliebe Lollipop,sweets,5
1214,u5,6,Pringles Original (Small),snacks,99
1214,u5,24,Ferrero Rocher (3 pcs),sweets,150
1215,u5,4,Haldiram's Aloo Bhujia,snacks,30
1215,u5,85,Mentos Mint Roll,sweets,10
1215,u5,6,Pringles Original (Small),snacks,99
1216,u5,32,Frooti 200ml,drinks,20
1216,u5,26,Pepsi 250ml Can,drinks,40
1216,u5,24,Ferrero Rocher (3 pcs),sweets,150
1217,u5,90,Coconut Water 200ml,drinks,30
